serial,term,reading,meaning,pos,source_scope,source_type,notes
812,回る,まわる,[自动·五段] 转，旋转，回转，转动；转，转动；绕着转，拐；巡回；巡视；周 游，遍历；绕弯，绕道，迂回；转移，转递，传递，轮流；营利；到处移动，四处 转,自动·五段,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
813,四季,しき,[名] 四季,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
813,回り,まわり,[名] 转，旋转，转动.；走访，巡视，巡回.；绕道.；发作，蔓延.；周，圈.；圈， 号.；轮，十二年.；经过，经由.,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
814,刺激,しげき,[名·他动·サ变] （物理的、生理的）刺激；（心理上的）刺激，使兴奋,名·他动·サ变,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
814,迷う,まよう,[自动·五段] 迷，迷失；犹豫，踌躇，迷惑；困惑，茫然失措；迷恋，贪恋； 〈仏〉执迷,自动·五段,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
815,事業,じぎょう,[名] 事业；功业，业迹；企业，实业,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
815,マラソン,まらそん,[名] Marathon 马拉松，田径比赛项目之一长距离赛跑及耐久比赛的俗称又指干一 件事需花费长时间；Malathon 马拉硫磷一种有机磷类杀虫剂,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
816,式,しき,[名] 算式，公式；符号；式；典礼，仪式；婚礼；方式；样式，类型，风格,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
816,マルチメディア,まるちめでぃあ,[名] multi-media多媒体（由计算机控制的文、图、声、像融于一体的信息传播媒 体）,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
817,試験,しけん,[名] 试验，检验，化验；考试，测验；考试，测验,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
817,丸い,まるい,[形] 圆的圆或球的形状；圆的，圆滑呈曲线，没有棱角；完美，稳健而圆满,形,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
818,資源,しげん,[名] 资源,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
818,真ん中,まんなか,[名] 正中，正中间，正当中；是「まなか」添加鼻音（拨音）后的形式,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
819,事件,じけん,[名] 事件；案件,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
819,満足,まんぞく,[名·形动·自动·サ变] 满足，心满意足；完善，完美；〔数学〕满足，符合,名·形动·自动·サ变,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
820,事故,じこ,[名] （意外的）事故；事由,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
820,満足,まんぞく,[名·形动·自动·サ变] 满足，心满意足；完善，完美；〔数学〕满足，符合,名·形动·自动·サ变,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
821,仕事,しごと,[名·サ变] 工作；活儿，事儿；职业，职务；<物理>功；力及其作用点位移的斯拉 塔积表示。；功,名·サ变,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
821,万年筆,まんねんひつ,[名] 金笔，钢笔；自来水笔,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
822,事実,じじつ,[名·副词] 事实；真实；事实上，实际上；确实,名·副词,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
822,漫画,まんが,[名] 漫画；连环画；动画片,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
823,支出,ししゅつ,[名·他动·サ变] 支出，开支,名·他动·サ变,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
823,守る,まもる,[他动·五段] 保卫；守卫；防守，保护；维护；遵守；恪守；维持，保持,他动·五段,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
824,辞書,じしょ,[名] 辞典,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
824,マイナス,まいなす,[名] 负号，负；minus减；减号；负，阴；零下；亏损，亏欠；不足；不利；不合 算,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
825,事情,じじょう,[名] 情况，事情，缘故，情由，情况事物转变为某种状态的理由或原因，亦指其结 果使事物处于何种状态下,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
825,まさか,まさか,[名] 莫非，难道；决（不）……；怎能，怎会；居然，竟然；一旦，万一,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
826,自信,じしん,[名·サ变] 信心，把握，自信,名·サ变,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
826,不味い,まずい,[形] 拙劣；笨拙；不高明，不好；不好吃；难吃；丑，难看；不妙，不合适，不恰 当,形,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
827,地震,じしん,[名] 地震，地动『口』地球内部的特定部位蓄积的应变达到某一极限并暂时释放而 产生弹性波的现象，以及由此引起的地表的震动,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
827,先ず,まず,[副词] 先，首先最初，开头；大概，大致大体，差不多；姑且，暂且，不管怎样， 总之,副词,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
828,静か,しずか,[形动] 静，寂静，沉寂，肃静，静悄悄，清静，平静；平静，安静，沉静，文静； 轻轻，慢慢；静止，不动,形动,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
828,参る,まいる,[自动·五段] 去，来（「行く」「来る」的自谦语，表示对对方的敬意）；参拜； 认输，败；受不了，吃不消；叫人为难；不堪，累垮,自动·五段,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
829,沈む,しずむ,[自动·五段] 沉入水中。；降落，沉下；消沉，郁闷；沉沦，陷入；猛跌；暗淡； 沉稳。,自动·五段,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
829,真面目,まじめ,[名·形动] 认真老实踏实严肃；诚实正派正经,名·形动,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
830,施設,しせつ,[名] 孤儿院；养老院；母子宿舍；接生站；设施，设备,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
830,負ける,まける,[自他动·一段] 差，不如，比不上；输，负，败；屈服，示弱，不能抵制，不能克 服；中，经不住；让价，减价,自他动·一段,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
831,自然,しぜん,[名·形动] 大自然，自然界 人类的制造物以外的一切物质，也指这些物质构成的 世界尤其指山川草木等；自然的状态未经过人工的，事物本来的状态自然；本来面 目，毫不造作的样子自然，质朴；不故意造作也不经人工的样子在进展上顺其自然 自然,名·形动,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
831,巻く,まく,[自他动·五段] 卷，卷上；缠，缠绕；拧，上（发条，弦）；卷起；围，包围；登 山迂回绕过险处；卷成旋涡状,自他动·五段,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
832,思想,しそう,[名] 思想；意見；想法,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
832,枕,まくら,[名] 枕头；头靠；枕状支撑物；软垫，垫木，垫料，车架承梁；头部；依据，依 靠，根据；开场白，引子；枕头；（牙医诊所，理发店坐椅的）头靠；枕状支撑 物；依据；依靠,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
833,舌,した,[名] 舌；舌头；话，说话；舌状物,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
833,交じる,まじる,[自动·五段] 混，杂，夹杂；交往，交际,自动·五段,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
834,下,した,[名] 下，下面；下，下级，级别或地位低下；内，里；低，劣，差；马上，随后； 事先，预先；直接接触地面,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
834,孫,まご,[名] 孙子，孙女；外孙子，外孙女；隔代，隔辈；间接,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
835,時代,じだい,[名] 时代，时期；当代，现代；朝代；古色古香，古老风味；显得古老,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
835,前,まえ,[名·副词] 差，不到；前，前面，前方；前，以前，先头；前；上，上次，上回； 面前；面对；预先，事先；刚好的份量,名·副词,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
836,従って,したがって,[接续] 因此，从而,接续,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
836,毎日,まいにち,[名·副词] 每天，每日，天天,名·副词,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
837,支度,したく,[名·サ变] （日常琐事的）准备，预备；打扮，整理穿戴；外出服,名·サ变,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
837,曲がる,まがる,[自动·五段] 弯；弯曲；转弯；歪曲，不合道理；倾斜；乖僻,自动·五段,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
838,下着,したぎ,[名] 贴身衣服，内衣，衬衣,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
838,貧しい,まずしい,[形] 穷；贫穷，穷苦，贫困，贫寒；贫弱；贫乏；微薄,形,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
839,従う,したがう,[自动·五段] 伴随，随着；按照；适应；跟随；服从，听从，遵从，顺从；顺， 沿；仿效，仿照,自动·五段,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
839,まだ,まだ,[副词] 才，仅刚刚；尚，还；还，仍旧；还，更加；还，还好还算,副词,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
840,親しい,したしい,[形] （血缘）近；亲近，亲密，亲切，亲昵；熟悉，不生疏，不稀奇,形,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
840,又,また,[名·副词] 另，别，他；又，再，还；也，亦；同时；也,名·副词,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
841,親しむ,したしむ,[自动·五段] 亲近，亲密，接近；爱好，喜好；接近，不离持续不断地，职业般地 做某事,自动·五段,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
841,又は,または,[接续] 或，或者，或是,接续,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
842,実,じつ,[名] 成绩；成就；真实，实际；真诚，诚意；实体，内容；被除数；被乘数；实数,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
842,益々,ますます,[副词] 益，越发，越来越，更加,副词,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
843,確り,しっかり,[副词] 稳固，结实，牢固，牢靠确，明确基础或结构坚固，不易动摇或倒塌的状 态；（身体）健壮，结实清醒，坚实头脑和肉体等健全，能充分发挥其功能；（性 格）坚强，刚强，高明坚定，可靠人的性格、见识等踏实而无风险；用力地，好好 地（动作、行为）扎实，稳健；坚固，牢实，靠紧紧靠在一起使之不分离；（经 济）行情看涨，坚挺行情处于上升趋势,副词,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
843,町,まち,[名] 镇；城镇；町,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
844,実際,じっさい,[名·副词] 实际；事实；原来（是）；实际上；的确，真的,名·副词,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
844,混ぜる,まぜる,[他动·一段] 搅拌，混合；插嘴,他动·一段,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
845,実験,じっけん,[名·サ变] 实验，实地试验；经验，体验，实际经验,名·サ变,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
845,マスター,ますたー,[名·サ变] 精通，掌握，熟练；大师，师傅；master主人，雇主，老板；硕士； 标准样品、标准件（例如：异常音标准件、动作不良标准件等等）,名·サ变,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
846,実践,じっせん,[名·他动·サ变] 实行，实践；根据某种理论或主义实际行动,名·他动·サ变,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
846,待つ,まつ,[他动·五段] 等，等候，等待；等，等待；等；静等，静观，静候；期待，盼望另 外，也以“…に待つ”的形式表示期待有待于……有赖于……对……寄予希望,他动·五段,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
847,実現,じつげん,[名·自他动·サ变] 实现,名·自他动·サ变,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
847,待つ,まつ,[他动·五段] 等，等候，等待；等，等待；等；静等，静观，静候；期待，盼望另 外，也以“…に待つ”的形式表示期待有待于……有赖于……对……寄予希望,他动·五段,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
848,実行,じっこう,[名·他动·サ变] 实行，实践，执行,名·他动·サ变,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
848,間違う,まちがう,[自他动·五段] （他）弄错，搞错；不对；（自）误，错,自他动·五段,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
849,じっと,じっと,[副词] 凝神，聚精会神，集中精神；一声不响地；保持稳定，安安详详，一动不动,副词,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
849,見間違える,みまちがえる,[动] 看错,动,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
850,失礼,しつれい,[名·形动·自动·サ变] 失礼，无礼，不礼貌，失敬（無礼）；对不起；失礼，请 原谅；离开，退席；失礼，无礼，不礼貌，失敬,名·形动·自动·サ变,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
850,未だ未だ,まだまだ,[副词] 还，仍，尚；（现在）还，未；还算，还是；还会，还要，还，仍，尚,副词,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
851,自転車,じてんしゃ,[名] 自行车，脚踏车，单车,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
851,松,まつ,[名] 松，松树，松木；新年装饰门前的松枝装饰；装饰松枝的期间,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
852,質問,しつもん,[名·サ变] 质询；询问，提问；问题；质询；询问，提问；问题,名·サ变,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
852,まあ,まあ,[副词] 先，暂且；还算，还可以不充分，但可以忍受的程度；（女性用语）嘿，哎 哟，哎呀,副词,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
853,失敗,しっぱい,[名·自动·サ变] 失败,名·自动·サ变,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
853,まあまあ,まあまあ,[副词·形动] 好了好了，行了行了；大致，还算；表示惊讶感叹,副词·形动,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
854,実は,じつは,[副词] 说真的，老实说，事实是，说实在的，其实，原来,副词,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
854,毎,まい,[惯用] 每,惯用,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
855,指導,しどう,[名·他动·サ变] 指导；教导；领导,名·他动·サ变,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
855,毎朝,まいあさ,[名·副词] 每天早晨（早上）,名·副词,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
